V0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	target
1.139	0.693	1.071	0.955	0.581	-0.214	0.394	0.728	1.316	-0.39	-0.001	0.067	-0.102	1.615	1.354	-0.487	0.739	-0.366	0.531	-1.024	0.585	-2.036	0.51	0.683	-0.182	-0.195	0.448	0.542	-0.612	0.087	0.816	0.97	0.892	1.738	0.835	0.78	-0.01	-1.232	1.421
0.572	0.188	1.49	0.851	-0.168	-0.222	0.551	0.697	0.609	-0.39	0.852	0.186	-0.253	1.515	1.406	0.041	0.991	0.165	0.527	-1.19	-0.054	-1.561	0.872	0.695	-0.18	-0.22	0.706	0.321	0.793	-0.146	0.095	0.514	-0.013	1.738	0.835	0.8	1.094	-2.025	1.01
-0.331	-0.184	0.675	0.552	-0.59	-0.133	0.604	0.74	0.046	-0.39	1.192	0.286	-0.418	0.762	1.285	-0.214	1.161	0.165	0.529	-1.176	-0.679	-0.95	0.872	0.689	0.372	-0.117	0.766	0.235	1.122	-0.802	0.549	0.257	0.756	0.534	-0.29	0.839	1.106	0.345	0.006
-0.07	0.093	0.946	0.464	-0.588	-0.267	0.588	0.744	0.515	-0.39	-0.81	0.029	-0.271	1.323	1.463	-0.68	0.753	0.165	0.531	-0.691	-0.466	-1.473	0.51	0.689	0.377	-0.052	0.367	0.445	1.125	-0.819	0.429	0.344	0.883	0.534	-0.29	0.839	-0.582	-1.094	0.075
-0.209	0.252	0.954	0.392	-0.937	-0.014	0.636	0.709	0.683	-0.39	-0.743	0.382	-0.673	1.343	1.463	-0.832	0.801	0.165	0.534	-0.573	-0.466	-1.363	0.51	0.69	0.376	0.224	0.327	0.498	1.126	-0.908	0.537	0.466	0.787	0.534	-0.29	0.839	-0.907	-0.81	0.164
-0.102	0.423	0.892	0.386	-0.634	0.146	0.674	0.709	0.723	-0.39	-0.06	0.765	-0.611	0.73	1.528	-1.044	0.896	0.165	0.522	-0.403	-0.528	-1.021	0.51	0.694	0.373	0.356	-0.338	0.493	1.126	-1.1	0.243	0.77	0.387	0.534	-0.29	0.839	-0.185	-0.717	0.515
0.162	0.337	0.758	0.337	-0.328	-0.148	0.646	0.737	0.464	-0.39	0.06	0.186	-0.553	0.916	1.571	-1.101	0.854	0.165	0.528	-0.477	-0.59	-1.045	0.872	0.695	0.373	0.241	-0.219	0.498	1.124	-0.975	0.149	0.77	-0.071	0.534	-0.29	0.839	0.321	-0.677	0.41
0.527	0.333	1.084	0.302	-0.211	-0.198	0.672	0.74	0.785	-0.39	0.212	0.252	-0.314	0.568	1.526	-1.101	0.884	0.165	0.526	-0.246	-0.495	-0.734	0.872	0.686	0.375	0.106	-0.217	0.482	1.125	-0.975	0.294	0.669	0.371	0.534	-0.29	0.839	-0.101	-0.885	0.754
0.645	0.334	0.668	0.337	0.361	-0.507	0.616	0.741	0.601	-0.39	-0.148	-0.576	-0.128	1.482	1.607	-0.693	0.784	0.165	0.525	-0.402	-0.641	-1.621	0.872	0.694	0.376	-0.006	-0.423	0.546	1.127	-0.757	0.547	0.631	1.683	0.534	-0.29	0.839	0.21	-0.84	0.628
0.872	0.444	0.992	0.439	0.077	-0.098	0.656	0.75	1.002	-0.39	-0.065	0.248	0.272	1.078	1.543	-0.445	0.784	0.165	0.532	-0.422	-0.291	-1.226	0.721	0.69	0.234	-0.051	-0.764	0.546	1.047	-0.684	0.617	0.614	0.861	0.534	-0.29	0.839	-0.023	-1.044	0.807
0.839	0.379	1.159	0.579	0.096	-0.712	0.704	0.75	0.963	-0.39	0.185	-0.809	0.341	1.528	1.332	-0.098	1.079	0.165	0.53	-0.323	-0.26	-1.631	0.51	0.667	0.236	-0.047	-0.546	0.515	0.34	-0.318	0.675	0.582	1.153	0.534	-0.29	0.839	0.196	-1.414	0.65
0.839	0.431	1.056	0.705	-0.021	-0.656	0.739	0.744	0.932	-0.39	-0.029	-0.878	0.409	1.432	1.424	0.078	1.136	0.165	0.535	-0.265	0.104	-1.584	0.872	0.685	0.235	0.007	-0.701	0.529	0.339	-0.19	0.461	0.523	1.728	0.534	-0.29	0.839	-0.072	-1.098	0.942
0.562	0.197	1.337	0.853	-0.298	-0.539	0.831	0.778	0.644	-0.39	-0.086	-0.391	0.155	1.094	1.446	0.038	1.25	0.165	0.522	-0.405	0.012	-1.135	0.872	0.683	0.235	-0.006	-0.646	0.328	0.339	-0.282	0.262	0.334	0.882	0.534	-0.29	0.839	0.004	-1.815	1.187
0.425	-0.067	0.61	0.753	-0.083	-0.276	0.776	0.781	0.203	-0.39	0.619	-0.002	-0.104	1.009	1.317	-0.042	1.217	0.165	0.526	-0.427	-0.397	-1.105	0.872	0.695	0.237	-0.158	-0.604	0.467	0.339	-0.476	1.964	0.207	1.02	0.534	-0.29	0.839	1.037	-0.329	0.655
0.71	0.124	1.042	0.695	-0.162	-0.82	0.735	0.774	0.745	-0.39	0.073	-1.059	-0.164	1.336	1.493	-0.312	0.981	0.165	0.53	-0.603	-0.416	-1.488	0.721	0.684	0.234	-0.225	-0.557	0.45	0.34	-0.476	1.532	0.448	1.573	0.534	-0.29	0.839	0.378	-1.447	0.527
0.059	-0.112	1.562	0.683	-0.826	-0.867	0.821	0.774	0.23	-0.39	0.101	-0.992	-0.372	1.609	1.396	-0.381	1.133	0.165	0.641	-0.562	-0.455	-1.656	0.51	0.692	0.235	-0.065	-0.219	0.255	0.338	-0.461	0.339	0.122	0.795	0.534	-0.29	0.839	-0.166	-2.064	0.28
-1.155	-0.423	1.326	0.629	-2.108	-0.072	0.863	0.774	0.443	-0.39	-0.241	0.3	-1.753	1.62	1.383	-0.381	1.133	0.165	0.527	-0.749	-1.003	-1.767	1.068	0.682	0.656	0.29	0.008	0.462	0.341	-0.614	0.255	-0.196	1.422	-2.047	-0.29	0.839	-0.182	-1.194	-0.427
-2.222	-1.068	1.374	0.477	-2.776	0.137	0.948	0.818	0.323	-0.39	-0.469	0.735	-2.468	0.824	1.249	-1.344	1.312	0.165	0.075	-0.787	-1.341	-0.963	1.068	-0.33	0.937	0.922	-0.221	0.491	0.338	-1.381	0.477	-0.118	1.547	-0.04	-0.571	-0.052	-0.416	-0.742	-0.894
-2.543	-0.406	1.46	0.293	-2.999	0.05	0.999	0.822	0.89	-0.39	-1.448	0.658	-2.759	0.873	1.556	-1.995	1.623	0.165	0.075	-0.836	-1.231	-0.882	1.068	-0.657	0.94	1.707	-0.001	0.635	0.336	-1.841	-0.004	0.532	0.895	-0.04	-0.571	-0.646	-0.974	-0.72	-0.947
-2.314	0.002	0.72	0.253	-2.304	-0.128	0.965	0.908	0.606	-0.39	-1.503	0.243	-1.555	1.012	1.385	-2.05	1.65	0.165	0.074	-0.727	-0.799	-1.06	1.068	-0.66	0.94	2.174	-0.001	0.487	0.337	-1.808	0.318	0.891	0.227	-0.04	-0.852	-0.745	-1.17	0.213	-0.337
-0.013	0.38	0.927	0.332	-0.518	-0.196	0.933	0.908	0.956	-0.39	-0.005	0.19	-1.115	1.288	1.104	-2.05	1.278	0.165	0.076	-0.801	-0.693	-1.275	1.068	-0.65	0.945	1.807	0.017	0.577	0.336	-1.808	0.401	0.891	-0.037	-0.04	-0.852	-0.943	-0.145	-0.554	0.488
0.403	0.449	0.764	0.432	0.275	-0.148	0.901	0.897	1.113	-0.39	0.904	0.176	-0.188	1.376	1.205	-1.361	1.143	0.165	0.515	-0.93	-0.062	-1.521	1.068	0.295	0.94	1.101	-0.255	0.522	0.336	-1.045	0.424	1.056	0.003	-0.04	-0.852	-0.888	0.766	-0.08	0.574
0.676	0.47	0.973	0.548	0.258	-0.186	0.916	0.899	1.079	-0.39	0.275	0.147	0.383	0.475	1.011	-0.355	1.167	0.364	0.533	-0.421	0.046	-0.789	1.068	0.337	0.376	0.497	-0.693	0.546	0.339	-0.668	0.478	1.052	0.622	0.534	-0.571	-0.289	0.316	-0.601	0.638
0.798	0.337	0.867	0.718	0.339	-0.348	0.872	0.899	0.796	-0.39	-0.186	-0.116	0.361	1.214	1.052	-0.355	1.174	0.43	0.533	-0.89	0.37	-1.406	1.445	0.344	0.182	0.15	-0.366	0.495	0.339	-0.292	0.63	0.852	1.74	0.534	-0.29	0.364	0.128	-0.663	0.727
0.937	0.54	0.915	0.683	0.249	-0.302	0.906	0.899	0.962	-0.39	0.269	0.073	0.253	1.641	1.186	0.097	1.107	0.43	0.521	-0.985	0.394	-1.65	1.288	0.331	0.094	-0.064	-0.123	0.514	0.339	-0.123	0.173	0.791	0.474	0.534	-0.29	0.364	0.298	-0.672	0.856
0.96	0.663	0.743	0.746	0.542	-0.299	0.897	0.899	1.114	-0.39	0.564	-0.08	0.252	1.033	0.953	0.097	1.097	0.43	0.523	-0.753	0.402	-1.104	1.068	0.334	-0.084	-0.129	-0.175	0.528	0.335	-0.123	-0.011	0.859	0.119	0.534	-0.29	0.364	0.397	0.02	1.078
0.888	0.706	1.019	0.855	0.898	-0.31	0.848	0.925	1.145	-0.39	0.317	-0.151	0.486	1.139	1.139	0.312	1.007	0.43	0.529	-0.477	0.346	-1.258	0.872	0.334	-0.831	-0.225	-0.501	0.741	0.337	0.068	0.737	1.196	0.319	0.534	-0.29	0.364	0.42	-0.62	1.187
0.944	0.912	0.715	0.859	0.978	-0.476	0.802	0.913	1.161	-0.39	0.398	-0.406	0.997	0.846	1.372	1.063	1.04	0.43	0.537	-0.324	0.191	-1.014	0.872	0.331	-1.313	-0.303	-0.803	0.559	0.223	0.259	-0.185	1.41	0.718	0.534	-0.29	0.364	0.666	0.042	1.343
0.966	0.874	0.751	0.693	0.961	-0.365	0.751	0.912	1.143	-0.39	0.563	-0.138	1.277	0.897	1.284	1.063	0.858	0.43	0.524	-0.932	-0.086	-1.046	1.068	0.308	-1.313	-0.568	-0.795	0.576	-0.457	0.45	0.197	1.194	-0.28	0.534	-0.29	0.364	0.815	-0.339	1.188
1.137	1.1	0.854	0.541	1.163	-0.407	0.723	0.871	1.231	-0.39	0.073	-0.241	1.392	0.42	1.513	1.568	0.893	0.43	0.525	-0.077	-0.092	-0.768	1.225	0.336	-1.313	-0.667	-1.039	0.718	-0.456	0.953	-0.085	1.255	0.154	0.534	-0.29	0.364	0.181	-0.442	1.281
1.639	1.245	1.098	0.48	1.176	-0.441	0.728	0.871	1.85	-0.39	0.28	-0.354	1.512	0.803	1.582	1.683	0.929	0.43	0.525	-0.32	-0.044	-0.983	1.445	0.302	-1.314	-0.67	-0.835	0.82	-0.454	1.563	0.273	1.255	0.379	0.534	-0.29	0.364	-0.091	-0.646	1.607
1.215	1.141	0.545	0.44	1.175	-0.332	0.643	0.846	1.486	-0.39	1.08	0.061	1.571	0.037	1.629	1.913	1.156	0.165	0.528	-0.353	-0.173	-0.519	1.068	0.325	-1.317	-0.615	-1.305	0.604	-0.456	1.618	1.797	1.638	0.124	0.534	-0.29	0.364	1.014	0.529	1.174
0.95	0.761	0.43	0.307	0.954	-0.545	0.517	0.81	0.859	-0.39	0.42	-0.152	1.531	0.452	1.648	2.271	0.98	0.364	-0.53	-0.347	-0.326	-0.685	1.068	1.092	-1.316	-0.666	-0.887	0.568	-0.46	2.048	0.573	1.408	-0.11	-0.542	-1.415	0.564	0.687	0.365	0.681
0.81	0.586	0.358	0.104	0.99	-0.377	0.411	0.807	0.877	-0.39	0.134	-0.367	1.263	0.953	1.597	2.271	0.734	0.43	-0.995	-0.775	-0.538	-1.123	1.068	0.38	-1.315	-0.737	-0.635	0.439	-0.457	2.048	-1.601	1.071	-1.356	-2.104	-2.315	1.552	-0.002	0.652	0.846
-0.486	-0.729	-0.141	-0.237	-0.56	0.052	0.275	0.689	0.103	-0.39	1.329	0.744	0.559	0.545	1.658	2.227	0.487	0.165	-3.428	-0.488	-1.795	-0.782	1.225	1.823	-1.315	-0.9	-0.462	-0.133	-0.464	1.934	-3.461	0.587	-3.221	-2.104	-2.315	1.681	0.567	1.92	-0.692
-0.819	-1.147	-0.204	-0.975	0.038	-0.304	0.132	0.689	-0.631	-0.39	-0.651	-0.085	0.445	1.043	1.773	2.197	-0.05	-0.366	0.072	-0.928	-1.494	-1.158	1.445	1.324	-1.316	-0.935	-0.216	-0.027	-0.454	2.077	-0.388	-0.257	0.577	-0.04	0.16	2.027	-0.25	1.316	-1.064
0.027	-0.132	-0.077	-0.788	0.477	-0.025	0.022	0.529	-0.356	-0.39	-2.074	0.436	0.972	-0.046	1.832	2.138	-0.283	-0.366	0.079	-0.376	-1.111	-0.489	1.068	1.324	-1.317	-0.86	-1.033	0.214	-0.458	1.951	-0.243	-0.444	0.568	-0.04	0.16	2.027	-1.838	0.512	-0.203
0.211	0.228	0.257	-0.74	0.35	-0.044	-0.042	0.389	-0.046	-0.39	-1.383	0.429	0.69	0.996	1.804	1.754	-0.337	-0.366	0.07	-0.556	-0.675	-1.101	1.068	1.326	-1.314	-0.882	0.011	0.376	-0.458	1.908	-0.052	-0.254	0.479	-0.04	0.16	1.671	-1.36	-0.114	0.238
0.027	0.068	-0.12	-0.696	0.78	-0.165	-0.065	0.377	-0.203	-0.39	0.28	0.077	0.699	0.341	1.427	1.559	-0.261	-0.366	0.07	-1.075	-0.218	-0.7	1.445	1.318	-1.313	-0.881	-0.412	0.266	-0.453	1.439	-0.082	0.07	1.007	-0.04	0.16	1.671	0.426	0.74	-0.102
0.839	0.906	0.439	-0.529	1.073	-0.412	-0.093	0.318	0.672	-0.39	-0.166	-0.338	1.055	1.197	1.259	1.42	-0.252	-0.366	0.068	-0.666	-0.101	-1.457	1.288	1.322	-1.313	-0.935	-0.27	0.573	-0.458	1.529	0.186	0.441	-0.436	-0.04	0.16	1.671	-0.044	-0.357	0.443
1.089	1.173	0.876	-0.029	0.867	0.427	0.088	0.318	1.196	-0.39	0.213	1.194	1.284	1.219	1.309	1.427	0.296	-0.366	0.081	-0.829	0.652	-1.35	1.068	1.321	-1.314	-0.798	-0.019	0.555	-0.456	1.326	-0.307	1.009	-0.403	-0.04	0.16	1.671	-0.468	-0.635	1.434
-0.056	-0.387	-0.059	-0.196	0.144	-0.347	0.11	0.331	0.001	-0.39	1.825	-0.277	0.22	1.385	1.541	1.427	0.478	0.165	0.07	-0.809	-0.058	-1.417	1.445	1.336	-1.314	-0.754	0.417	0.034	0.108	1.145	-0.08	1.054	0.03	-0.04	0.16	1.671	1.713	1.216	-0.157
-0.681	-0.823	-0.344	-0.37	0.012	-0.236	0.071	0.332	-0.381	-0.39	0.334	0.146	-0.1	0.638	1.538	1.061	0.044	0.165	0.073	-0.91	-0.515	-0.848	1.445	1.33	-1.313	-0.803	0.177	-0.034	0.657	0.89	-0.466	0.052	1.536	-0.04	0.16	1.671	0.177	1.317	-0.642
-0.354	-0.343	0.11	-0.434	-0.322	-0.018	0.002	0.332	-0.573	-0.39	-1.657	0.429	-0.341	0.975	1.577	0.689	-0.25	0.165	0.066	-0.894	-0.558	-1.129	1.445	1.329	-1.133	-0.8	0.29	0.199	0.658	0.608	0.13	-0.449	0.136	-0.04	0.16	1.671	-1.497	-0.028	-0.127
-0.064	0.259	-0.09	-0.52	0.151	-0.192	-0.061	0.239	-0.263	-0.39	-0.533	0.022	0.394	1.454	1.569	0.423	-0.265	0.165	0.071	-1.018	-0.441	-1.526	1.521	1.322	-0.462	-0.771	0.479	0.203	0.658	0.191	0.021	0.088	0.07	-0.04	0.16	1.671	-0.805	0.587	0.103
0.172	-0.025	0.37	-0.457	0.416	-0.046	0.006	0.239	0.014	-0.39	0.029	0.471	0.107	0.595	1.576	-0.11	-0.113	0.165	0.074	-0.676	-0.371	-0.87	1.626	1.33	-0.186	-0.74	0.147	0.218	0.66	-0.164	0.577	0.198	0.792	-0.04	0.16	1.671	-0.302	0.015	0.256
0.013	0.392	0.047	-0.429	-0.014	0.055	0.009	0.211	-0.248	-0.39	-0.02	0.457	0.193	1.151	1.647	-0.11	-0.089	0.165	0.076	-0.766	-0.371	-1.31	1.445	1.322	0.09	-0.734	-0.049	0.272	0.505	-0.297	0.504	0.252	0.678	-0.04	0.16	1.671	0.064	0.207	0.331
-0.229	0.181	0.408	-0.425	-0.738	-0.064	0.085	0.213	-0.029	-0.39	-0.011	0.408	-0.505	0.586	1.77	-0.566	0.033	0.165	0.066	-0.657	-0.581	-0.831	1.445	1.321	0.37	-0.577	-0.073	0.23	0.504	-0.72	-0.047	0.35	0.195	-0.04	0.16	1.671	-0.302	0.048	0.07
0.058	0.707	0.552	-0.484	-0.181	0.073	0.116	0.213	0.057	-0.39	-0.549	0.625	0.057	1.636	1.827	-0.882	0.1	0.165	0.081	-0.828	-0.444	-1.669	1.445	1.326	0.37	-0.455	0.27	0.456	0.5	-0.898	-0.036	0.585	0.356	-0.04	0.16	1.671	-0.478	-0.582	0.418
0.094	0.326	0.448	-0.543	0.004	-0.01	0.217	0.248	0.229	-0.39	-0.105	0.533	-0.015	0.517	1.715	-0.911	0.341	0.165	0.074	-0.51	-0.475	-0.766	1.445	1.326	0.37	-0.275	-0.084	0.334	0.5	-0.755	0.324	0.632	0.632	-0.04	0.16	1.671	0.077	0.01	0.053
0.056	0.576	0.634	-0.595	-0.11	-0.054	0.205	0.248	0.244	-0.39	-0.14	0.345	0.054	1.379	1.814	-0.743	0.267	0.165	0.073	-0.925	-0.528	-1.402	1.445	1.337	0.372	-0.25	0.266	0.422	0.499	-0.562	-0.147	0.597	0.777	-0.04	0.16	1.671	0.098	-0.688	0.387
0.164	0.479	0.153	-0.613	-0.098	-0.076	0.207	0.312	0.146	-0.39	0.528	0.38	0.206	0.358	1.851	-0.743	0.377	0.165	0.077	-0.714	-0.528	-0.716	1.626	1.338	0.372	-0.281	-0.196	0.278	0.507	-0.466	0.983	0.706	0.865	-0.04	0.16	1.671	0.584	0.536	0.157
0.42	0.419	0.929	-0.564	-0.051	-0.159	0.198	0.309	0.35	-0.39	-0.47	0.277	-0.122	1.135	1.857	-0.579	0.202	0.165	0.073	-0.752	-0.467	-1.291	1.626	1.321	0.373	-0.326	0.03	0.372	-0.379	-0.32	1.049	0.733	1.422	-0.04	0.16	1.671	-0.265	-0.977	0.222
0.494	0.545	0.859	-0.637	-0.377	0.072	0.306	0.309	0.625	-0.39	-0.272	0.6	-0.512	1.718	1.932	-0.559	0.572	0.165	0.068	-0.787	-0.314	-1.745	1.445	1.326	0.799	-0.167	0.365	0.409	-0.455	-0.32	-0.052	0.545	0.366	-0.04	0.16	1.671	-0.575	-0.931	0.468
0.367	0.463	0.963	-0.56	-0.667	0.083	0.432	0.369	0.503	-0.39	-0.094	0.7	-0.807	1.603	1.962	-0.559	0.572	0.165	0.068	-1.166	-0.143	-1.496	1.288	1.322	1.09	0.109	0.776	0.501	-0.458	-0.801	-0.067	0.493	0.478	-0.04	0.16	1.671	0.053	-0.74	0.261
0.522	0.931	0.938	-0.552	-0.233	-0.123	0.546	0.369	0.922	-0.39	0.195	0.118	-0.469	1.62	2.026	-0.86	0.853	0.165	0.078	-1.529	-0.122	-1.566	1.068	1.327	1.22	0.327	0.782	0.584	-0.457	-0.867	-0.208	0.826	0.379	-0.04	0.16	1.671	0.182	-0.672	0.564
0.31	0.474	0.509	-0.538	-0.129	-0.154	0.506	0.474	0.541	-0.39	0.383	0.226	-0.371	1.128	1.833	-0.838	0.909	0.165	0.072	-1.794	0.023	-1.109	1.068	1.327	1.221	0.393	0.863	0.399	-0.453	-0.867	0.474	0.838	0.464	-0.04	0.16	1.671	0.305	0.181	0.486
0.382	0.449	0.82	-0.604	-0.387	-0.223	0.537	0.52	0.645	-0.39	0.058	0.146	-0.327	0.871	1.882	-0.836	0.771	0.165	0.062	-1.732	-0.143	-0.836	1.068	1.32	1.221	0.22	1.095	0.38	-0.457	-0.628	0.098	0.821	0.78	-0.04	0.16	1.671	-0.095	-0.51	0.537
0.537	0.569	0.97	-0.624	-0.191	-0.128	0.532	0.524	0.839	-0.39	-0.304	0.255	-0.283	0.97	2.012	-0.762	0.833	0.165	0.072	-1.669	-0.168	-0.968	1.626	1.321	1.221	0.134	1.043	0.504	-0.458	-0.629	0.338	0.665	1.23	-0.04	0.16	1.671	-0.132	-0.903	0.465
0.488	0.484	0.852	-0.675	-0.353	-0.201	0.591	0.549	0.868	-0.39	0.091	0.064	-0.372	1.354	2.016	-0.762	0.833	0.165	0.063	-1.263	-0.189	-1.283	1.551	1.321	1.22	0.107	1.295	0.425	1.289	-0.65	0.173	0.799	0.662	-0.04	0.16	1.671	0.047	-0.622	0.476
0.551	0.384	1.172	-0.703	-0.581	-0.257	0.685	0.549	0.844	-0.39	0.219	0.054	-0.639	0.693	1.875	-0.796	0.924	0.165	0.069	-1.554	-0.23	-0.764	1.445	1.334	1.22	0.166	1.071	0.443	1.289	-0.72	1.532	0.762	0.667	-0.04	0.16	1.671	0.312	-1.092	0.379
0.526	0.507	1.019	-0.648	-0.457	-0.189	0.751	0.617	1.019	-0.39	0.206	0.089	-0.632	1.184	1.894	-0.995	0.995	-0.145	0.074	-1.351	-0.263	-1.239	1.626	1.339	1.253	0.292	0.837	0.513	1.289	-0.758	0.978	0.752	0.354	-0.04	0.16	1.671	0.004	-0.747	0.477
0.172	0.286	1.506	-0.657	-0.881	-0.451	0.841	0.715	0.672	-0.39	-0.081	-0.284	-0.768	0.754	1.964	-1.013	1.125	-0.366	0.078	-0.78	-0.266	-0.894	1.626	1.333	1.505	0.537	0.263	0.369	1.288	-1.036	-0.17	0.544	0.479	-0.04	0.16	1.671	0.041	-1.36	0.048
0.295	0.181	0.851	-0.581	-0.487	-0.199	0.828	0.724	0.874	-0.39	-0.357	0.18	-0.75	1.505	1.688	-1.234	1.21	-0.366	0.069	-1.113	0.085	-1.493	1.626	1.333	1.506	0.763	0.478	0.495	0.737	-1.347	0.13	0.498	0.18	-0.04	0.16	1.671	-0.343	-0.41	0.139
0.447	0.531	1.053	-0.581	-0.342	-0.435	0.815	0.814	0.912	-0.39	-0.245	-0.239	-0.68	1.7	1.796	-1.18	1.117	-0.366	0.064	-1.074	0.095	-1.685	1.551	1.331	1.506	0.711	0.346	0.524	0.736	-1.278	0.002	0.65	0.705	-0.04	0.16	1.671	-0.31	-0.99	0.706
0.473	0.485	0.934	-0.677	-0.084	-0.42	0.864	0.814	0.941	-0.39	0.499	-0.241	-0.258	1.262	1.634	-1.175	1.142	-0.366	0.079	-0.545	-0.282	-1.334	1.445	1.33	1.507	0.345	-0.058	0.506	0.736	-1.07	-0.213	0.695	0.688	-0.04	0.16	1.671	-0.04	-0.74	1.542
0.701	0.433	0.979	-0.64	0.006	-0.338	0.875	0.836	1.076	-0.39	0.602	-0.204	-0.34	1.774	1.738	-0.714	1.068	0.165	0.068	-0.634	-0.467	-2.01	1.626	1.325	0.798	0.038	-0.138	0.527	0.737	-0.717	0.403	0.67	0.33	-0.04	0.16	1.671	1.089	-0.961	0.893
0.581	0.32	0.914	-0.648	0.052	-0.523	0.865	0.867	0.59	-0.39	0.18	-0.523	-0.173	1.804	1.773	-0.51	1.155	0.165	0.068	-1.157	-0.632	-2.052	1.626	1.326	0.511	0.006	-0.098	0.441	-0.462	-0.717	0.114	0.433	0.464	-0.04	0.16	0.527	0.502	-0.599	0.424
0.479	0.277	1.081	-0.611	0.045	-0.383	0.828	0.869	0.472	-0.39	-0.368	-0.259	-0.086	1.73	1.683	-0.408	1.136	-0.366	0.081	-0.692	-0.504	-1.784	1.445	1.326	0.512	0.097	0.075	0.454	-0.456	-0.682	-0.149	0.286	0.6	-0.04	0.16	-2.903	-0.374	-0.72	0.391
0.587	0.456	1.013	-0.559	0.005	-0.368	0.829	0.897	0.689	-0.39	-0.408	-0.064	-0.153	0.72	1.459	-0.372	1.15	-0.366	0.074	-1.081	-0.493	-0.912	1.521	1.328	0.511	0.208	-0.172	0.522	-0.452	-0.603	-0.106	0.443	0.186	-0.04	0.16	1.671	-0.468	-0.539	0.49
0.736	0.408	1.257	-0.534	0.167	-0.436	0.782	0.897	0.995	-0.39	0.043	-0.152	0.027	1.443	0.997	-0.224	1.092	-0.366	0.081	-1.411	-0.051	-1.429	1.626	1.328	0.247	0.261	0.314	0.478	-0.459	-0.603	-0.228	0.697	0.035	-0.04	0.16	1.671	0.06	-1.265	0.72
0.875	0.818	1.046	-0.414	0.186	-0.325	0.841	0.888	1.074	-0.39	0.202	-0.054	0.204	0.361	0.651	-0.224	1.099	-0.366	0.069	-1.109	0.071	-0.676	1.445	1.328	0.247	0.219	-0.18	0.615	-0.457	-0.301	0.217	0.633	0.336	-0.04	0.16	1.671	0.326	-0.531	0.852
0.95	0.668	1.053	-0.358	0.503	-1.002	0.767	0.915	1.247	-0.39	0.277	-1.428	0.276	1.676	0.941	0.124	1.091	-0.366	0.078	-1.083	0.435	-1.846	1.445	1.323	0.237	0.167	0.11	0.559	-0.457	-0.249	-0.153	1.08	0.407	-0.04	0.16	1.671	0.565	-0.986	0.906
0.681	0.455	1.211	-0.313	0.142	-0.423	0.884	0.917	0.766	-0.39	0.524	-0.184	0.244	1.009	1.434	0.358	1.176	-0.366	0.066	-1.388	0.551	-0.961	1.626	1.331	-0.615	0.228	0.603	0.47	-0.455	0.014	0.116	0.524	0.929	-0.04	0.16	1.671	0.476	-0.431	0.827
0.54	0.639	0.916	-0.313	0.274	-0.364	0.809	0.921	0.733	-0.39	-0.093	-0.097	0.188	0.949	1.542	0.303	1.006	-0.366	0.076	-0.811	0.419	-1.099	1.626	1.339	-0.615	0.098	0.249	0.531	-0.458	-0.099	1.014	0.686	1.372	-0.04	0.16	1.671	0.082	-0.606	0.891
0.894	0.641	1.08	-0.395	0.125	-0.522	0.756	0.921	1.125	-0.39	0.063	-0.479	0.119	1.549	1.628	0.193	0.988	-0.366	0.081	-1.311	0.473	-1.707	1.626	1.323	-0.33	-0.01	0.526	0.538	-0.458	-0.099	0.341	0.779	1.216	-0.04	0.16	1.671	0.114	-0.719	0.945
0.754	0.192	1.481	-0.422	-0.153	-0.449	0.809	0.882	0.746	-0.39	0.36	-0.194	-0.284	1.738	1.806	0.134	1.095	-0.366	0.072	-1.17	0.473	-1.741	1.626	1.325	-0.325	-0.04	0.724	0.425	-0.456	-0.019	0.201	0.429	0.279	-0.04	0.16	1.671	0.216	-1.537	0.978
0.479	-0.159	1.176	-0.483	-0.43	-0.363	0.887	0.913	0.565	-0.39	0.308	-0.145	-0.635	1.634	1.889	0.134	1.335	-0.366	0.076	-2.065	0.095	-1.416	1.626	1.332	0.563	0.008	1.31	0.475	0.151	-0.701	-0.309	0.093	0.107	-0.04	0.16	1.671	0.329	-0.483	0.642
-0.044	0.037	0.599	-0.549	0.089	-0.264	0.842	0.915	0.375	-0.39	0.599	0.121	-0.403	0.69	1.648	-0.565	1.122	-0.366	0.073	-1.397	-0.399	-0.666	1.626	1.343	0.656	-0.02	0.946	0.271	1.132	-0.787	0.206	0.63	0.75	-0.04	0.16	1.671	0.499	0.442	0.165
0.147	0.499	0.854	-0.662	0.127	-0.392	0.751	0.938	0.553	-0.39	-0.268	-0.219	0.245	1.561	1.642	-0.706	0.782	-0.366	0.068	-1.524	-0.539	-1.559	1.626	1.34	0.652	-0.169	0.924	0.52	1.131	-0.733	0.232	0.591	1.381	-0.04	0.16	1.671	-0.161	-1.12	0.368
0.475	0.4	1.097	-0.703	-0.235	-0.427	0.773	0.938	0.864	-0.39	-0.236	-0.288	-0.271	1.821	1.972	-0.706	0.876	-0.366	0.078	-1.263	-0.432	-1.881	1.626	1.335	0.652	-0.08	0.765	0.501	1.132	-0.58	0.468	0.561	0.554	-0.04	0.16	1.671	-0.258	-1.271	0.328
